State,District,2.delta7.vaccinated1,2.delta7.vaccinated2,population,2.total.vaccinated1,2.total.vaccinated2,2.delta.vaccinated2,2.delta.vaccinated1,2.delta21_14.confirmed,2.delta7.confirmed,2.delta7.recovered,2.total.confirmed,2.total.deceased,2.total.recovered,2.delta.confirmed,2.delta.recovered,2.meta.tested.date,totaltested,2.delta.deceased,2.delta7.deceased,2.total.other,2.delta.tested,2.delta7.tested,2.meta.vaccinated.date,2.delta7.other,2.delta.other,TestingRatio,"TestingRatio Category"
MH,Amravati,29961,21747,2887826,1241168,548807,66,112,2,3,0,96231,1594,94618,1,0,0,0,0,0,2,0,0,0,0,0,0.0000,"Very Low"
MH,Aurangabad,46323,34109,3695928,1772420,723304,246,759,140,156,157,155331,4251,150615,27,0,"30-05-2020 00:00",11800,0,1,14,0,0,0,0,0,0.0032,"Very Low"
MH,Beed,34333,24584,2585962,1145382,485615,473,411,123,69,35,103749,2806,100803,12,7,"11-10-2020 00:00",111488,0,5,7,0,0,0,0,0,0.0431,"Very Low"
MH,Bhandara,5080,16415,1198810,825867,421585,13,7,0,0,1,60080,1123,58945,0,0,"11-10-2020 00:00",54195,0,0,10,0,0,0,0,0,0.0452,"Very Low"
MH,Buldhana,34272,24089,2588039,1136679,512944,153,402,15,16,16,85520,797,84710,3,1,"30-01-2021 00:00",115874,0,1,6,0,0,0,0,0,0.0448,"Very Low"
MH,Chandrapur,22248,18994,2194262,1335017,458690,24,54,14,7,0,88968,1560,87387,2,0,"30-01-2021 00:00",199809,0,0,4,0,0,0,0,0,0.0911,"Category A"
MH,Dhule,23261,19364,2048781,1007007,476051,230,121,4,5,4,46172,654,45501,0,0,"11-10-2020 00:00",90092,0,0,11,0,0,0,0,0,0.0440,"Very Low"
MH,Gadchiroli,14790,10994,1071795,540319,231208,255,424,4,2,5,30440,669,29735,0,0,"23-07-2020 00:00",11993,0,0,33,0,0,0,0,0,0.0112,"Very Low"
MH,Gondia,8593,23092,1322331,888961,469980,45,32,0,2,3,40519,569,39941,0,0,"29-01-2021 00:00",130146,0,0,7,0,0,0,0,0,0.0984,"Category A"
MH,Hingoli,42054,16145,1178973,537442,201000,166,459,7,0,3,18475,506,17949,0,0,"03-08-2020 00:00",6797,0,0,1,0,0,0,0,0,0.0058,"Very Low"
MH,Jalgaon,37870,21599,4224442,2085101,699544,19,6,11,4,11,139934,2714,137178,0,2,"30-01-2021 00:00",429198,0,0,32,0,0,0,0,0,0.1016,"Category B"
MH,Jalna,112537,35713,1958483,1081253,413822,16,121,44,15,47,60615,1209,59382,0,0,"30-01-2021 00:00",117047,0,0,1,0,0,0,0,0,0.0598,"Category A"
MH,Kolhapur,19104,23088,3874015,2536731,1043329,337,152,74,55,115,206671,5847,200699,12,5,0,0,0,2,5,0,0,0,0,0,0.0000,"Very Low"
MH,Latur,82644,33519,2455543,1182476,507616,1424,4676,47,39,0,92133,2437,89608,5,0,0,0,1,3,6,0,0,0,0,0,0.0000,"Very Low"
MH,Mumbai,98915,219736,12442373,9115615,5564204,2540,2725,3019,2242,2604,756749,16247,733318,308,429,"29-01-2021 00:00",2789713,3,34,2512,0,0,0,7,0,0.2242,"Category B"
MH,Nagpur,58567,71818,4653171,3006439,1460890,3360,3039,20,35,43,493607,9128,484334,4,5,"18-10-2020 00:00",382083,0,0,71,0,0,0,0,0,0.0821,"Category A"
MH,Nanded,144423,41697,3356566,1560558,560812,2618,8820,15,28,22,90409,2658,87721,2,3,"03-11-2020 00:00",117319,0,0,6,0,0,0,0,0,0.0350,"Very Low"
MH,Nandurbar,19572,12517,1646177,723850,342054,178,738,0,2,1,40006,948,39054,0,0,"12-12-2020 00:00",37740,0,0,3,0,0,0,0,0,0.0229,"Very Low"
MH,Nashik,143768,58112,6109052,3471046,1299122,473,2116,585,456,519,410681,8679,401418,60,32,"30-01-2021 00:00",498397,3,12,1,0,0,0,0,0,0.0816,"Category A"
MH,Osmanabad,44954,11658,1660311,803192,308210,1039,5549,197,89,154,67828,1963,65577,16,3,"07-01-2021 00:00",109450,0,1,114,0,0,0,0,0,0.0659,"Category A"
MH,"Other State",0,0,0,0,0,0,0,0,0,0,144,111,31,0,0,0,0,0,0,2,0,0,0,0,0,NULL,"Very Low"
MH,Palghar,32112,39231,2990116,1869199,678741,1749,863,310,204,326,138013,3282,134309,28,6,"30-01-2021 00:00",319724,0,0,14,0,0,0,0,0,0.1069,"Category B"
MH,Parbhani,44477,20480,1835982,905874,378183,1361,4016,12,13,9,52362,1233,51078,0,1,"30-01-2021 00:00",110937,0,1,19,0,0,0,0,0,0.0604,"Category A"
MH,Pune,85256,136336,9426959,7843130,4264808,4885,2900,2964,1536,5294,1154776,19594,1131401,245,300,"12-01-2021 00:00",97127,0,20,349,0,0,0,0,0,0.0103,"Very Low"
MH,Raigad,21737,31684,2635394,1859507,774913,1214,326,594,267,359,195958,4551,190759,26,34,"28-01-2021 00:00",304088,0,10,7,0,0,0,0,0,0.1154,"Category B"
MH,Ratnagiri,10880,7924,1612672,920151,388703,224,83,192,91,160,78950,2478,76292,8,14,0,0,0,4,5,0,0,0,0,0,0.0000,"Very Low"
MH,Sangli,11974,19041,2820575,1810980,802877,120,128,380,155,375,209771,5613,203673,19,0,0,0,0,4,9,0,0,0,0,0,0.0000,"Very Low"
MH,Satara,16690,30950,3003922,1963730,865197,298,225,508,157,501,250414,6428,243482,35,4,"30-01-2021 00:00",312742,1,17,31,0,0,0,0,0,0.1041,"Category B"
MH,Sindhudurg,3915,5195,848868,524896,279051,1,-1,258,91,259,52783,1434,50987,12,6,0,0,0,4,15,0,0,0,0,0,0.0000,"Very Low"
MH,Solapur,77398,34204,4315527,2242339,690069,1381,5956,519,253,370,210466,5551,204364,51,7,"30-01-2021 00:00",629266,4,11,110,0,0,0,0,0,0.1458,"Category B"
MH,Thane,108643,120708,11060148,5484839,2751182,5578,3664,1629,1241,3002,610128,11462,597141,153,525,"04-11-2020 00:00",1229625,6,44,35,0,0,0,0,0,0.1112,"Category B"
MH,Wardha,16481,14040,1296157,755863,314899,65,18,4,5,4,57344,1217,55956,2,2,"31-10-2020 00:00",52365,0,0,165,0,0,0,0,0,0.0404,"Very Low"
MH,Washim,30932,19238,1196714,579042,321710,516,1016,5,4,5,41663,637,41020,1,0,0,0,0,0,3,0,0,0,0,0,0.0000,"Very Low"
MH,Yavatmal,56233,26091,2775457,1211321,496306,697,2588,2,6,7,75967,1798,74159,2,1,"29-01-2021 00:00",141551,0,0,4,0,0,0,0,0,0.0510,"Category A"
ML,"East Garo Hills",482,1424,317618,47655,20648,0,0,1,5,2,1867,13,1844,0,1,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
ML,"East Jaintia Hills",483,2964,122436,64432,33259,0,0,8,2,3,2430,31,2395,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
ML,"East Khasi Hills",1847,10698,824059,318381,225526,17,0,348,171,286,41025,987,39754,14,18,0,0,1,2,0,0,0,0,0,0,0.0000,"Very Low"
ML,"North Garo Hills",596,3614,118325,62675,28288,0,0,1,3,2,1685,8,1674,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
ML,Ribhoi,884,3492,258380,92049,48460,65,15,20,14,23,9697,89,9584,1,3,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
ML,"South Garo Hills",329,1346,142574,40103,18937,67,13,1,0,1,1216,12,1203,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
ML,"South West Garo Hills",924,4509,172495,73397,39210,0,0,2,3,3,1872,17,1852,0,1,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
ML,"South West Khasi Hills",61,552,110152,33372,17117,0,0,5,6,1,2548,17,2525,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
ML,"West Garo Hills",1409,8093,642923,209662,119725,32,7,13,8,11,9027,72,8943,3,1,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
ML,"West Jaintia Hills",411,3480,270352,84529,47646,0,0,13,11,31,6803,133,6642,1,0,0,0,0,2,0,0,0,0,0,0,0.0000,"Very Low"
ML,"West Khasi Hills",443,1763,385601,77018,43000,20,1,118,33,97,5457,71,5330,2,27,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Bishnupur,685,8679,240363,128902,64791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Chandel,98,1337,144028,26634,15197,134,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Churachandpur,345,3560,271274,104247,62208,370,27,0,0,0,0,0,0,0,0,"23-09-2020 00:00",13542,0,0,0,0,0,0,0,0,0.0499,"Very Low"
MN,"Imphal East",2402,19169,452661,251626,148953,1268,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,"Imphal West",1861,17353,514683,308782,199404,841,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Jiribam,70,1927,43818,27911,17262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Kakching,214,2450,135481,84702,49653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Kamjong,129,736,45616,10502,5370,371,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Kangpokpi,291,1472,0,39027,19015,26,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
MN,Noney,98,1211,0,16798,9819,388,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
MN,Pherzawl,55,711,47250,12417,9888,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Senapati,425,1940,354772,28247,18288,291,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Tamenglong,174,1204,140143,19931,10361,76,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Tengnoupal,93,1176,0,26209,12163,183,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
MN,Thoubal,378,6574,420517,141308,62279,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Ukhrul,362,1775,183115,22193,14759,258,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MN,Unknown,0,0,0,0,0,0,0,734,439,652,123731,1921,121102,63,62,0,0,1,10,0,0,0,0,0,0,NULL,"Very Low"
MP,"Agar Malwa",965,16911,0,424846,128822,107,12,0,0,0,3303,68,3235,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
MP,Alirajpur,921,8076,728677,369571,114601,40,10,0,0,0,3505,48,3453,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MP,Anuppur,995,18360,749521,481238,164712,1328,73,0,0,0,9238,89,9140,0,0,"19-09-2020 00:00",3424,0,0,0,0,0,0,0,0,0.0046,"Very Low"
MP,Ashoknagar,1258,17334,844979,550087,186066,131,10,0,0,0,3670,57,3613,0,0,"31-01-2021 00:00",55792,0,0,0,0,0,0,0,0,0.0660,"Category A"
MP,Balaghat,15838,71692,1701156,1278183,549643,342,25,0,2,0,9100,64,9017,2,0,"19-08-2020 00:00",9654,0,0,0,0,0,0,0,0,0.0057,"Very Low"
MP,Barwani,1615,16619,1385659,788872,225336,542,76,0,0,0,8366,90,8267,0,0,"19-11-2020 00:00",41588,0,0,0,0,0,0,0,0,0.0300,"Very Low"
MP,Betul,2361,31953,1575247,1042931,343674,547,22,1,1,0,12905,277,12590,0,0,"31-01-2021 00:00",68036,0,0,0,0,0,0,0,0,0.0432,"Very Low"
MP,Bhind,1525,30042,1703562,1034374,351065,1176,29,1,0,0,2995,32,2960,0,0,"16-11-2020 00:00",44395,0,0,0,0,0,0,0,0,0.0261,"Very Low"
MP,Bhopal,4130,38750,2368145,2012966,1168682,646,66,27,38,0,123552,972,122121,2,0,"19-09-2020 00:00",245166,0,0,0,0,0,0,0,0,0.1035,"Category B"
MP,Burhanpur,762,6561,756993,493618,220909,138,49,0,0,0,2568,39,2529,0,0,"18-08-2020 00:00",13040,0,0,0,0,0,0,0,0,0.0172,"Very Low"
MP,Chhatarpur,3103,27937,1762857,1093616,336309,1310,56,1,0,0,7609,91,7506,0,0,"09-12-2020 00:00",50518,0,0,0,0,0,0,0,0,0.0287,"Very Low"
MP,Chhindwara,4654,93453,2090306,1624355,591843,261,18,0,2,0,6734,120,6612,0,0,"31-01-2021 00:00",79090,0,0,0,0,0,0,0,0,0.0378,"Very Low"
MP,Damoh,4298,52314,1263703,844557,326505,982,39,0,0,0,8120,186,7841,0,0,"19-09-2020 00:00",16564,0,0,0,0,0,0,0,0,0.0131,"Very Low"
MP,Datia,1963,45226,786375,560238,296233,10316,521,0,0,0,6959,78,6874,0,0,"04-12-2020 00:00",40322,0,0,0,0,0,0,0,0,0.0513,"Category A"
MP,Dewas,1804,22992,1563107,1005266,477219,386,11,0,0,0,7723,51,7672,0,0,"31-01-2021 00:00",96155,0,0,0,0,0,0,0,0,0.0615,"Category A"
MP,Dhar,5034,83699,2184672,1371226,536214,306,39,6,7,0,12572,130,12388,1,0,"02-12-2020 00:00",62597,0,0,0,0,0,0,0,0,0.0287,"Very Low"
MP,Dindori,1342,21481,704218,481366,186341,96,4,0,0,0,4623,29,4588,0,0,"08-07-2020 00:00",3557,0,0,0,0,0,0,0,0,0.0051,"Very Low"
MP,Guna,3347,32837,1240938,821399,284155,5023,630,0,0,0,5132,44,5085,0,0,"04-12-2020 00:00",40229,0,0,0,0,0,0,0,0,0.0324,"Very Low"
MP,Gwalior,8800,41193,2030543,1452149,730150,1715,531,0,2,0,53106,633,52427,0,0,"04-12-2020 00:00",206696,0,0,0,0,0,0,0,0,0.1018,"Category B"
MP,Harda,1075,24810,570302,394641,159293,210,14,0,0,0,5055,96,4954,0,0,"02-12-2020 00:00",36708,0,0,0,0,0,0,0,0,0.0644,"Category A"
MP,Hoshangabad,1498,39507,1240975,865566,369945,206,10,0,0,0,10688,99,10570,0,0,"04-12-2020 00:00",46294,0,0,0,0,0,0,0,0,0.0373,"Very Low"
MP,Indore,4233,45203,3272335,2951024,1728945,894,76,8,39,0,153230,1391,151410,8,0,"31-01-2021 00:00",780266,0,0,0,0,0,0,0,0,0.2384,"Category B"
MP,Jabalpur,5968,156306,2460714,1957070,1099359,19681,726,2,3,0,50779,670,49896,0,0,"01-02-2021 00:00",293923,0,0,0,0,0,0,0,0,0.1194,"Category B"
MP,Jhabua,3578,21040,1024091,607542,185320,222,50,1,1,0,7691,64,7619,0,0,"04-12-2020 00:00",52146,0,0,0,0,0,0,0,0,0.0509,"Category A"
MP,Katni,2926,42360,1291684,865274,306259,879,57,0,0,0,9366,120,9242,0,0,"18-12-2020 00:00",56828,0,0,0,0,0,0,0,0,0.0440,"Very Low"
MP,Khandwa,880,13668,1309443,862885,310248,0,0,0,0,0,4044,94,3946,0,0,"24-08-2020 00:00",17090,0,0,0,0,0,0,0,0,0.0131,"Very Low"
MP,Khargone,3049,32932,1872413,1147444,411114,5304,922,0,0,0,13970,239,13716,0,0,"19-09-2020 00:00",38413,0,0,0,0,0,0,0,0,0.0205,"Very Low"
MP,Mandla,2286,53670,1053522,684882,246724,72,6,0,0,0,5188,25,5159,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MP,Mandsaur,2058,37337,1339832,948065,330902,130,4,0,0,0,8637,84,8552,0,0,"04-12-2020 00:00",52733,0,0,0,0,0,0,0,0,0.0394,"Very Low"
MP,Morena,2814,112629,1965137,1295658,582833,1667,50,0,0,0,8236,95,8135,0,0,"01-02-2021 00:00",90967,0,0,0,0,0,0,0,0,0.0463,"Very Low"
MP,Narsinghpur,1266,34365,1092141,803225,318284,224,10,1,5,0,11209,81,11115,0,0,"30-01-2021 00:00",90600,0,0,0,0,0,0,0,0,0.0830,"Category A"
MP,Neemuch,970,17955,825958,579489,229183,359,16,0,0,0,7926,84,7828,0,0,"04-12-2020 00:00",57292,0,0,0,0,0,0,0,0,0.0694,"Category A"
MP,Niwari,0,0,0,0,0,0,0,0,0,0,3715,48,3654,0,0,"29-11-2020 00:00",22574,0,0,0,0,0,0,0,0,NULL,"Very Low"
MP,Panna,2633,18657,1016028,600823,168120,985,144,0,0,0,7331,63,7250,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MP,Raigarh,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
MP,Raisen,1644,22044,1331699,885585,333022,222,39,0,0,0,9238,194,9030,0,0,"29-11-2020 00:00",44343,0,0,0,0,0,0,0,0,0.0333,"Very Low"
MP,Rajgarh,2483,41531,1546541,1025584,450099,144,10,7,1,0,8729,172,8490,1,0,"04-12-2020 00:00",46604,0,0,0,0,0,0,0,0,0.0301,"Very Low"
MP,Ratlam,1894,51080,1454483,1026416,457972,251,14,0,0,0,17860,385,17438,0,0,"29-11-2020 00:00",51736,0,0,0,0,0,0,0,0,0.0356,"Very Low"
MP,Rewa,6664,104963,2363744,1639826,674779,1574,85,0,0,0,16433,155,16270,0,0,"18-08-2020 00:00",22690,0,0,0,0,0,0,0,0,0.0096,"Very Low"
MP,Sagar,6321,60800,2378295,1563245,760746,343,23,6,2,0,16622,390,16154,2,0,"19-09-2020 00:00",64801,0,0,0,0,0,0,0,0,0.0272,"Very Low"
MP,Satna,3426,40519,2228619,1532585,481540,303,37,0,0,0,11965,133,11829,0,0,"19-09-2020 00:00",28159,0,0,0,0,0,0,0,0,0.0126,"Very Low"
MP,Sehore,2325,32101,1311008,909045,396375,256,5,0,0,0,10136,73,10057,0,0,"29-11-2020 00:00",45061,0,0,0,0,0,0,0,0,0.0344,"Very Low"
MP,Seoni,2162,38081,1378876,945564,341871,402,15,0,0,0,6775,28,6739,0,0,"19-09-2020 00:00",15024,0,0,0,0,0,0,0,0,0.0109,"Very Low"
MP,Shahdol,857,22928,1064989,723227,337272,426,20,0,0,0,10085,118,9958,0,0,"19-09-2020 00:00",18177,0,0,0,0,0,0,0,0,0.0171,"Very Low"
MP,Shajapur,1971,51596,1512353,620316,278912,851,43,0,0,0,6349,74,6273,0,0,"01-02-2021 00:00",56805,0,0,0,0,0,0,0,0,0.0376,"Very Low"
MP,Sheopur,1338,16952,687952,413195,140296,1788,236,0,0,0,4000,78,3919,0,0,"29-11-2020 00:00",31449,0,0,0,0,0,0,0,0,0.0457,"Very Low"
MP,Shivpuri,3082,38901,1725818,1109976,391707,13988,883,0,0,0,12398,125,12261,0,0,"19-11-2020 00:00",47270,0,0,0,0,0,0,0,0,0.0274,"Very Low"
MP,Sidhi,1867,19145,1126515,679862,226632,512,58,0,0,0,9219,87,9132,0,0,"26-07-2020 00:00",4660,0,0,0,0,0,0,0,0,0.0041,"Very Low"
MP,Singrauli,3052,21200,1178132,740335,224966,305,43,0,1,0,8801,82,8706,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MP,Tikamgarh,3331,24497,1444920,919592,293885,297,60,0,0,0,6863,114,6742,0,0,"29-11-2020 00:00",43011,0,0,0,0,0,0,0,0,0.0298,"Very Low"
MP,Ujjain,4210,65566,1986864,1452247,836514,1323,27,1,1,0,18903,172,18720,0,0,"19-09-2020 00:00",31631,0,0,0,0,0,0,0,0,0.0159,"Very Low"
MP,Umaria,955,28084,643579,455492,196492,93,9,0,0,0,6294,63,6224,0,0,"19-11-2020 00:00",54811,0,0,0,0,0,0,0,0,0.0852,"Category A"
MP,Unknown,0,0,0,0,0,0,0,0,0,74,1416,1493,1632,0,8,0,0,0,1,0,0,0,0,0,0,NULL,"Very Low"
MP,Vidisha,1222,26130,1458212,975291,349024,253,11,1,0,0,11922,237,11677,0,0,"04-12-2020 00:00",65935,0,0,0,0,0,0,0,0,0.0452,"Very Low"
MZ,Aizawl,443,3740,404054,315706,239593,0,0,3869,1996,3014,75111,300,71337,361,365,0,0,1,6,0,0,0,0,0,0,0.0000,"Very Low"
MZ,Champhai,344,572,125370,74122,55251,0,0,407,299,319,5188,11,4745,33,40,0,0,0,3,0,0,0,0,0,0,0.0000,"Very Low"
MZ,Hnahthial,0,0,0,0,0,0,0,136,143,185,1020,3,857,1,29,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
MZ,Khawzawl,0,0,0,0,0,0,0,33,42,26,733,0,688,2,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
MZ,Kolasib,153,738,83054,50525,33101,0,0,165,94,154,7721,30,7561,10,2,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
MZ,Lawngtlai,2765,1838,117444,55877,25870,0,129,274,98,245,6740,23,6553,14,13,0,0,0,1,0,0,0,0,0,0,0.0000,"Very Low"
MZ,Lunglei,263,1493,154094,95129,73298,0,0,642,662,507,9842,27,9053,71,36,0,0,0,1,0,0,0,0,0,0,0.0000,"Very Low"
MZ,Mamit,228,1322,85757,43678,28873,0,0,308,241,265,4854,12,4448,19,0,0,0,0,5,0,0,0,0,0,0,0.0000,"Very Low"
MZ,Saiha,68,1116,56366,34626,19984,39,0,420,107,345,5469,14,5304,0,37,0,0,1,5,0,0,0,0,0,0,0.0000,"Very Low"
MZ,Saitual,0,0,0,0,0,0,0,28,30,53,471,2,420,3,21,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
MZ,Serchhip,36,431,64875,41932,36047,0,0,488,386,572,4210,10,3646,65,67,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
NL,Dimapur,2827,12731,379769,268405,175502,2,-1,74,68,73,14684,421,13471,3,13,"11-12-2020 00:00",47020,1,2,689,0,0,0,10,0,0.1238,"Category B"
NL,Kiphire,116,357,74033,13017,8141,124,61,0,2,1,258,9,246,0,0,"11-12-2020 00:00",1002,0,0,1,0,0,0,0,0,0.0135,"Very Low"
NL,Kohima,509,3038,270063,105758,82602,0,0,33,23,24,9461,123,9095,4,0,"11-12-2020 00:00",33986,0,0,202,0,0,0,2,1,0.1258,"Category B"
NL,Longleng,26,181,50593,20577,15446,0,0,8,0,7,307,2,286,0,0,"11-12-2020 00:00",1193,0,0,18,0,0,0,0,0,0.0236,"Very Low"
NL,Mokokchung,146,2026,193171,69198,54730,0,0,7,23,5,2333,54,2186,3,2,"11-12-2020 00:00",3976,0,2,62,0,0,0,0,0,0.0206,"Very Low"
NL,Mon,243,1864,259604,70054,48331,28,20,0,1,0,1159,14,1124,0,0,"11-12-2020 00:00",12278,0,0,17,0,0,0,0,0,0.0473,"Very Low"
NL,Peren,189,613,163294,19956,12514,29,1,5,1,1,920,6,897,0,0,"11-12-2020 00:00",5717,0,0,15,0,0,0,0,0,0.0350,"Very Low"
NL,Phek,99,496,163294,31241,20746,168,21,5,4,1,601,18,568,0,0,"11-12-2020 00:00",2779,0,0,9,0,0,0,1,0,0.0170,"Very Low"
NL,Tuensang,106,525,414801,38130,26725,122,41,28,2,28,1094,12,1077,1,6,"11-12-2020 00:00",4887,0,1,3,0,0,0,0,0,0.0118,"Very Low"
NL,Wokha,122,1074,166239,35138,23577,232,11,2,6,4,402,11,361,0,0,"11-12-2020 00:00",1390,0,0,16,0,0,0,0,0,0.0084,"Very Low"
NL,Zunheboto,331,807,141014,38077,22337,106,36,0,0,0,623,15,593,0,0,"11-12-2020 00:00",2131,0,1,11,0,0,0,0,0,0.0151,"Very Low"
OR,Angul,21629,23378,1271703,786278,291800,38,9,18,16,20,43920,393,43506,1,3,"27-01-2021 00:00",172873,0,2,0,0,0,0,0,0,0.1359,"Category B"
OR,Balangir,20119,39059,1648574,960786,299153,0,0,17,4,15,23397,126,23257,0,0,"11-10-2020 00:00",87867,0,0,0,0,0,0,0,0,0.0533,"Category A"
OR,Balasore,78274,35314,2317419,1351099,534318,519,929,94,67,80,40787,299,40389,5,14,"17-05-2020 00:00",9843,0,1,0,0,0,0,0,0,0.0042,"Very Low"
OR,Bargarh,52192,32028,1478833,829092,283966,30,169,18,18,16,31126,335,30762,0,1,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
OR,Bhadrak,14511,38206,1506522,1026493,367945,17,0,32,44,39,26480,150,26260,3,7,"31-01-2021 00:00",258173,0,1,0,0,0,0,0,0,0.1714,"Category B"
OR,Boudh,7009,16754,439917,259325,92297,1585,496,3,0,4,12634,112,12488,0,0,"17-05-2020 00:00",496,0,0,0,0,0,0,0,0,0.0011,"Very Low"
OR,Cuttack,75381,45717,2618708,1434524,702278,1129,2729,326,277,304,94631,857,93404,54,29,"17-05-2020 00:00",5720,0,1,0,0,0,0,0,0,0.0022,"Very Low"
OR,Deogarh,1126,4779,312164,223405,63727,136,1,4,41,10,6553,50,6460,2,3,"17-05-2020 00:00",682,0,0,0,0,0,0,0,0,0.0022,"Very Low"
OR,Dhenkanal,18302,23327,1192948,738406,282859,104,92,14,25,16,19871,243,19598,5,0,"31-01-2021 00:00",179477,0,0,0,0,0,0,0,0,0.1504,"Category B"
OR,Gajapati,4770,10942,575880,288963,115535,1193,296,11,15,11,9657,84,9555,5,0,"17-05-2020 00:00",715,0,0,0,0,0,0,0,0,0.0012,"Very Low"
OR,Ganjam,27002,112716,3520151,2214981,1698328,1848,438,25,22,18,33849,485,33342,8,2,"31-01-2021 00:00",750442,0,0,0,0,0,0,0,0,0.2132,"Category B"
OR,Jagatsinghpur,28276,25051,1136604,677675,272499,2,-2,72,76,78,27920,316,27510,9,12,"15-09-2020 00:00",46648,0,1,0,0,0,0,0,0,0.0410,"Very Low"
OR,Jajpur,30726,37471,1826275,1087735,383313,9,2,76,75,73,43735,172,43461,9,8,"23-08-2020 00:00",53956,0,0,0,0,0,0,0,0,0.0295,"Very Low"
OR,Jharsuguda,7187,14725,579499,399523,189682,0,0,11,13,10,23863,176,23673,3,0,"17-05-2020 00:00",1663,0,0,0,0,0,0,0,0,0.0029,"Very Low"
OR,Kalahandi,38214,26926,1573054,921185,304778,537,1476,5,15,1,24314,210,24082,2,0,"17-05-2020 00:00",1458,0,0,0,0,0,0,0,0,0.0009,"Very Low"
OR,Kandhamal,12881,12319,731952,384009,150737,529,847,2,0,5,11537,83,11453,0,0,"17-05-2020 00:00",1516,0,0,0,0,0,0,0,0,0.0021,"Very Low"
OR,Kendrapara,28635,34297,1439891,916169,347854,1179,1452,88,62,52,24860,252,24545,8,8,"19-10-2020 00:00",382732,0,1,0,0,0,0,0,0,0.2658,"Category B"
OR,Kendujhar,25529,46488,1802777,1087285,376311,613,483,20,4,3,20980,175,20798,1,2,"01-02-2021 00:00",474504,0,2,0,0,0,0,0,0,0.2632,"Category B"
OR,Khordha,34733,49859,2246341,2063646,1502538,1482,568,1704,1492,1654,175335,1552,171938,250,243,0,0,2,8,0,0,0,0,0,0,0.0000,"Very Low"
OR,Koraput,13011,35701,1376934,860773,399063,2024,935,23,11,20,19137,78,19044,1,2,"17-05-2020 00:00",1401,0,0,0,0,0,0,0,0,0.0010,"Very Low"
OR,Malkangiri,13449,16141,612727,391790,137925,2000,2497,2,2,4,11667,49,11613,0,3,"17-05-2020 00:00",1841,0,0,0,0,0,0,0,0,0.0030,"Very Low"
OR,Mayurbhanj,86170,36315,2513895,1222153,413698,654,2985,129,126,93,40844,286,40416,19,8,"17-05-2020 00:00",3307,1,5,0,0,0,0,0,0,0.0013,"Very Low"
